,year,community_board,metric,value
2747,2017,Brooklyn Community Board 10,Average Household Size,2.5340528
2748,2018,Brooklyn Community Board 10,Average Household Size,2.549277
2749,2019,Brooklyn Community Board 10,Average Household Size,2.5645924
2750,2020,Brooklyn Community Board 10,Average Household Size,2.58
2751,2021,Brooklyn Community Board 10,Average Household Size,2.5955
2752,2022,Brooklyn Community Board 10,Average Household Size,2.6110933
2753,2023,Brooklyn Community Board 10,Average Household Size,2.6267803
2754,2024,Brooklyn Community Board 10,Average Household Size,2.6425614
2755,2006,Brooklyn Community Board 10,Black Population,1562.4652
2756,2007,Brooklyn Community Board 10,Black Population,1608.9802
2757,2008,Brooklyn Community Board 10,Black Population,1656.88
2758,2009,Brooklyn Community Board 10,Black Population,1706.2058
2759,2010,Brooklyn Community Board 10,Black Population,1757.0
2760,2011,Brooklyn Community Board 10,Black Population,1809.3064
2761,2012,Brooklyn Community Board 10,Black Population,1863.1699
2762,2013,Brooklyn Community Board 10,Black Population,1918.637
2763,2014,Brooklyn Community Board 10,Black Population,1975.7554
2764,2015,Brooklyn Community Board 10,Black Population,2034.5741
2765,2016,Brooklyn Community Board 10,Black Population,2095.144
2766,2017,Brooklyn Community Board 10,Black Population,2157.517
2767,2018,Brooklyn Community Board 10,Black Population,2221.7468
2768,2019,Brooklyn Community Board 10,Black Population,2287.889
2769,2020,Brooklyn Community Board 10,Black Population,2356.0
2770,2021,Brooklyn Community Board 10,Black Population,2426.1387
2771,2022,Brooklyn Community Board 10,Black Population,2498.3655
2772,2023,Brooklyn Community Board 10,Black Population,2572.7427
2773,2024,Brooklyn Community Board 10,Black Population,2649.334
2774,2006,Brooklyn Community Board 10,Hispanic Population,16086.598
2775,2007,Brooklyn Community Board 10,Hispanic Population,16514.564
2776,2008,Brooklyn Community Board 10,Hispanic Population,16953.918
2777,2009,Brooklyn Community Board 10,Hispanic Population,17404.959
2778,2010,Brooklyn Community Board 10,Hispanic Population,17868.0
2779,2011,Brooklyn Community Board 10,Hispanic Population,18343.36
2780,2012,Brooklyn Community Board 10,Hispanic Population,18831.365
2781,2013,Brooklyn Community Board 10,Hispanic Population,19332.354
2782,2014,Brooklyn Community Board 10,Hispanic Population,19846.672
2783,2015,Brooklyn Community Board 10,Hispanic Population,20374.672
2784,2016,Brooklyn Community Board 10,Hispanic Population,20916.719
2785,2017,Brooklyn Community Board 10,Hispanic Population,21473.186
2786,2018,Brooklyn Community Board 10,Hispanic Population,22044.457
2787,2019,Brooklyn Community Board 10,Hispanic Population,22630.928
2788,2020,Brooklyn Community Board 10,Hispanic Population,23233.0
2789,2021,Brooklyn Community Board 10,Hispanic Population,23851.09
2790,2022,Brooklyn Community Board 10,Hispanic Population,24485.623
2791,2023,Brooklyn Community Board 10,Hispanic Population,25137.037
2792,2024,Brooklyn Community Board 10,Hispanic Population,25805.783
2793,2006,Brooklyn Community Board 10,Household Population,119742.266
2794,2007,Brooklyn Community Board 10,Household Population,120780.13
2795,2008,Brooklyn Community Board 10,Household Population,121826.984
2796,2009,Brooklyn Community Board 10,Household Population,122882.914
2797,2010,Brooklyn Community Board 10,Household Population,123948.0
2798,2011,Brooklyn Community Board 10,Household Population,125022.31
2799,2012,Brooklyn Community Board 10,Household Population,126105.94
2800,2013,Brooklyn Community Board 10,Household Population,127198.96
2801,2014,Brooklyn Community Board 10,Household Population,128301.45
2802,2015,Brooklyn Community Board 10,Household Population,129413.5
2803,2016,Brooklyn Community Board 10,Household Population,130535.19
2804,2017,Brooklyn Community Board 10,Household Population,131666.6
2805,2018,Brooklyn Community Board 10,Household Population,132807.81
2806,2019,Brooklyn Community Board 10,Household Population,133958.92
2807,2020,Brooklyn Community Board 10,Household Population,135120.0
2808,2021,Brooklyn Community Board 10,Household Population,136291.14
2809,2022,Brooklyn Community Board 10,Household Population,137472.45
2810,2023,Brooklyn Community Board 10,Household Population,138663.98
2811,2024,Brooklyn Community Board 10,Household Population,139865.84
2812,2006,Brooklyn Community Board 10,Housing Units,58562.387
2813,2007,Brooklyn Community Board 10,Housing Units,58358.223
2814,2008,Brooklyn Community Board 10,Housing Units,58154.773
2815,2009,Brooklyn Community Board 10,Housing Units,57952.035
2816,2010,Brooklyn Community Board 10,Housing Units,57750.0
2817,2011,Brooklyn Community Board 10,Housing Units,57548.67
2818,2012,Brooklyn Community Board 10,Housing Units,57348.043
2819,2013,Brooklyn Community Board 10,Housing Units,57148.117
2820,2014,Brooklyn Community Board 10,Housing Units,56948.883
2821,2015,Brooklyn Community Board 10,Housing Units,56750.348
2822,2016,Brooklyn Community Board 10,Housing Units,56552.504
2823,2017,Brooklyn Community Board 10,Housing Units,56355.348
2824,2018,Brooklyn Community Board 10,Housing Units,56158.883
2825,2019,Brooklyn Community Board 10,Housing Units,55963.1
2826,2020,Brooklyn Community Board 10,Housing Units,55768.0
2827,2021,Brooklyn Community Board 10,Housing Units,55573.582
2828,2022,Brooklyn Community Board 10,Housing Units,55379.84
2829,2023,Brooklyn Community Board 10,Housing Units,55186.773
2830,2024,Brooklyn Community Board 10,Housing Units,54994.38
2831,2006,Brooklyn Community Board 10,Occupied Housing,50475.9
2832,2007,Brooklyn Community Board 10,Occupied Housing,50615.098
2833,2008,Brooklyn Community Board 10,Occupied Housing,50754.68
2834,2009,Brooklyn Community Board 10,Occupied Housing,50894.65
2835,2010,Brooklyn Community Board 10,Occupied Housing,51035.0
2836,2011,Brooklyn Community Board 10,Occupied Housing,51175.742
2837,2012,Brooklyn Community Board 10,Occupied Housing,51316.87
2838,2013,Brooklyn Community Board 10,Occupied Housing,51458.387
2839,2014,Brooklyn Community Board 10,Occupied Housing,51600.297
2840,2015,Brooklyn Community Board 10,Occupied Housing,51742.594
2841,2016,Brooklyn Community Board 10,Occupied Housing,51885.285
2842,2017,Brooklyn Community Board 10,Occupied Housing,52028.37
2843,2018,Brooklyn Community Board 10,Occupied Housing,52171.85
2844,2019,Brooklyn Community Board 10,Occupied Housing,52315.727
2845,2020,Brooklyn Community Board 10,Occupied Housing,52460.0
2846,2021,Brooklyn Community Board 10,Occupied Housing,52604.67
2847,2022,Brooklyn Community Board 10,Occupied Housing,52749.74
2848,2023,Brooklyn Community Board 10,Occupied Housing,52895.207
2849,2024,Brooklyn Community Board 10,Occupied Housing,53041.08
2850,2006,Brooklyn Community Board 10,Other Population,320.9953
2851,2007,Brooklyn Community Board 10,Other Population,349.08853
2852,2008,Brooklyn Community Board 10,Other Population,379.64047
2853,2009,Brooklyn Community Board 10,Other Population,412.86627
2854,2010,Brooklyn Community Board 10,Other Population,449.0
2855,2011,Brooklyn Community Board 10,Other Population,488.2961
2856,2012,Brooklyn Community Board 10,Other Population,531.0314
2857,2013,Brooklyn Community Board 10,Other Population,577.5068
2858,2014,Brooklyn Community Board 10,Other Population,628.04974
2859,2015,Brooklyn Community Board 10,Other Population,683.0161
2860,2016,Brooklyn Community Board 10,Other Population,742.7931
2861,2017,Brooklyn Community Board 10,Other Population,807.80176
2862,2018,Brooklyn Community Board 10,Other Population,878.4999
2863,2019,Brooklyn Community Board 10,Other Population,955.38544
2864,2020,Brooklyn Community Board 10,Other Population,1039.0
2865,2021,Brooklyn Community Board 10,Other Population,1129.9324
2866,2022,Brooklyn Community Board 10,Other Population,1228.8231
2867,2023,Brooklyn Community Board 10,Other Population,1336.3688
2868,2024,Brooklyn Community Board 10,Other Population,1453.3267
2869,2006,Brooklyn Community Board 10,Population,120139.8
2870,2007,Brooklyn Community Board 10,Population,121213.13
2871,2008,Brooklyn Community Board 10,Population,122296.05
2872,2009,Brooklyn Community Board 10,Population,123388.65
2873,2010,Brooklyn Community Board 10,Population,124491.0
2874,2011,Brooklyn Community Board 10,Population,125603.2
2875,2012,Brooklyn Community Board 10,Population,126725.34
2876,2013,Brooklyn Community Board 10,Population,127857.51
2877,2014,Brooklyn Community Board 10,Population,128999.79
2878,2015,Brooklyn Community Board 10,Population,130152.27
2879,2016,Brooklyn Community Board 10,Population,131315.06
2880,2017,Brooklyn Community Board 10,Population,132488.23
2881,2018,Brooklyn Community Board 10,Population,133671.88
2882,2019,Brooklyn Community Board 10,Population,134866.11
2883,2020,Brooklyn Community Board 10,Population,136071.0
2884,2021,Brooklyn Community Board 10,Population,137286.66
2885,2022,Brooklyn Community Board 10,Population,138513.19
2886,2023,Brooklyn Community Board 10,Population,139750.66
2887,2024,Brooklyn Community Board 10,Population,140999.19
2888,2006,Brooklyn Community Board 10,Under 18 Population,23084.768
2889,2007,Brooklyn Community Board 10,Under 18 Population,23376.98
2890,2008,Brooklyn Community Board 10,Under 18 Population,23672.893
2891,2009,Brooklyn Community Board 10,Under 18 Population,23972.549
2892,2010,Brooklyn Community Board 10,Under 18 Population,24276.0
2893,2011,Brooklyn Community Board 10,Under 18 Population,24583.291
2894,2012,Brooklyn Community Board 10,Under 18 Population,24894.473
2895,2013,Brooklyn Community Board 10,Under 18 Population,25209.594
2896,2014,Brooklyn Community Board 10,Under 18 Population,25528.703
2897,2015,Brooklyn Community Board 10,Under 18 Population,25851.854
2898,2016,Brooklyn Community Board 10,Under 18 Population,26179.092
2899,2017,Brooklyn Community Board 10,Under 18 Population,26510.473
2900,2018,Brooklyn Community Board 10,Under 18 Population,26846.05
2901,2019,Brooklyn Community Board 10,Under 18 Population,27185.875
2902,2020,Brooklyn Community Board 10,Under 18 Population,27530.0
2903,2021,Brooklyn Community Board 10,Under 18 Population,27878.482
2904,2022,Brooklyn Community Board 10,Under 18 Population,28231.375
2905,2023,Brooklyn Community Board 10,Under 18 Population,28588.734
2906,2024,Brooklyn Community Board 10,Under 18 Population,28950.62
2907,2006,Brooklyn Community Board 10,White Population,79642.38
2908,2007,Brooklyn Community Board 10,White Population,78854.42
2909,2008,Brooklyn Community Board 10,White Population,78074.26
2910,2009,Brooklyn Community Board 10,White Population,77301.805
2911,2010,Brooklyn Community Board 10,White Population,76537.0
2912,2011,Brooklyn Community Board 10,White Population,75779.76
2913,2012,Brooklyn Community Board 10,White Population,75030.016
2914,2013,Brooklyn Community Board 10,White Population,74287.68
2915,2014,Brooklyn Community Board 10,White Population,73552.695
2916,2015,Brooklyn Community Board 10,White Population,72824.984
2917,2016,Brooklyn Community Board 10,White Population,72104.47
2918,2017,Brooklyn Community Board 10,White Population,71391.086
2919,2018,Brooklyn Community Board 10,White Population,70684.76
2920,2019,Brooklyn Community Board 10,White Population,69985.42
2921,2020,Brooklyn Community Board 10,White Population,69293.0
2922,2021,Brooklyn Community Board 10,White Population,68607.43
2923,2022,Brooklyn Community Board 10,White Population,67928.65
2924,2023,Brooklyn Community Board 10,White Population,67256.58
2925,2024,Brooklyn Community Board 10,White Population,66591.16
2926,2006,Brooklyn Community Board 11,Asian Population,55486.316
2927,2007,Brooklyn Community Board 11,Asian Population,57253.734
2928,2008,Brooklyn Community Board 11,Asian Population,59077.45
2929,2009,Brooklyn Community Board 11,Asian Population,60959.254
2930,2010,Brooklyn Community Board 11,Asian Population,62901.0
2931,2011,Brooklyn Community Board 11,Asian Population,64904.598
2932,2012,Brooklyn Community Board 11,Asian Population,66972.016
2933,2013,Brooklyn Community Board 11,Asian Population,69105.29
2934,2014,Brooklyn Community Board 11,Asian Population,71306.516
2935,2015,Brooklyn Community Board 11,Asian Population,73577.85
2936,2016,Brooklyn Community Board 11,Asian Population,75921.54
2937,2017,Brooklyn Community Board 11,Asian Population,78339.88
2938,2018,Brooklyn Community Board 11,Asian Population,80835.26
2939,2019,Brooklyn Community Board 11,Asian Population,83410.125
2940,2020,Brooklyn Community Board 11,Asian Population,86067.0
2941,2021,Brooklyn Community Board 11,Asian Population,88808.51
2942,2022,Brooklyn Community Board 11,Asian Population,91637.34
2943,2023,Brooklyn Community Board 11,Asian Population,94556.28
2944,2024,Brooklyn Community Board 11,Asian Population,97568.2
2945,2006,Brooklyn Community Board 11,Average Household Size,2.732165
2946,2007,Brooklyn Community Board 11,Average Household Size,2.7465105
2947,2008,Brooklyn Community Board 11,Average Household Size,2.7609313
2948,2009,Brooklyn Community Board 11,Average Household Size,2.7754276
2949,2010,Brooklyn Community Board 11,Average Household Size,2.79
2950,2011,Brooklyn Community Board 11,Average Household Size,2.8046489
2951,2012,Brooklyn Community Board 11,Average Household Size,2.8193748
2952,2013,Brooklyn Community Board 11,Average Household Size,2.8341782
2953,2014,Brooklyn Community Board 11,Average Household Size,2.849059
2954,2015,Brooklyn Community Board 11,Average Household Size,2.8640182
2955,2016,Brooklyn Community Board 11,Average Household Size,2.8790557
2956,2017,Brooklyn Community Board 11,Average Household Size,2.8941724
2957,2018,Brooklyn Community Board 11,Average Household Size,2.9093683
2958,2019,Brooklyn Community Board 11,Average Household Size,2.924644
2959,2020,Brooklyn Community Board 11,Average Household Size,2.94
2960,2021,Brooklyn Community Board 11,Average Household Size,2.9554365
2961,2022,Brooklyn Community Board 11,Average Household Size,2.9709542
2962,2023,Brooklyn Community Board 11,Average Household Size,2.9865532
2963,2024,Brooklyn Community Board 11,Average Household Size,3.0022342
2964,2006,Brooklyn Community Board 11,Black Population,1094.4583
2965,2007,Brooklyn Community Board 11,Black Population,1155.9623
2966,2008,Brooklyn Community Board 11,Black Population,1220.9226
2967,2009,Brooklyn Community Board 11,Black Population,1289.5334
2968,2010,Brooklyn Community Board 11,Black Population,1362.0
2969,2011,Brooklyn Community Board 11,Black Population,1438.5388
2970,2012,Brooklyn Community Board 11,Black Population,1519.3788
2971,2013,Brooklyn Community Board 11,Black Population,1604.7617
2972,2014,Brooklyn Community Board 11,Black Population,1694.9427
2973,2015,Brooklyn Community Board 11,Black Population,1790.1917
2974,2016,Brooklyn Community Board 11,Black Population,1890.7931
